web-scraper-order,web-scraper-start-url,title,title-href,author,rating,cat,pubdate,hits
"1626167391-10191","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","there's no way that it's not going there","https://archiveofourown.org/works/25612957","throwaway18","Teen And Up Audiences","F/F","2020-07-30","1276"
"1626167925-10238","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","A Little Loud","https://archiveofourown.org/works/27503587","acequid","General Audiences","F/F","2020-11-11","1457"
"1626166661-10126","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Vampire Goddesses","https://archiveofourown.org/works/22632379","cin0327","General Audiences","F/F","2020-02-09","1102"
"1626166236-10088","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","Denouement","https://archiveofourown.org/works/21076466","eiffelkimx","Not Rated","F/F","2019-10-18","443"
"1626164949-9974","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Before the Dark Night Traps Me In","https://archiveofourown.org/works/16024694","jinniechai","Not Rated","null","2018-09-18","2166"
"1626164425-9927","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","Yellow","https://archiveofourown.org/works/12870372","orphan_account","General Audiences","F/F","2017-11-30","2134"
"1626169697-10395","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","it's been a hard day's night","https://archiveofourown.org/works/31623905","clearlight08","General Audiences","F/F","2021-05-30","683"
"1626166736-10133","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","lost in japan","https://archiveofourown.org/works/22892398","zephyrrr","General Audiences","F/F","2020-02-25","1581"
"1626170353-10451","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Chaesoo Drabbles","https://archiveofourown.org/works/30543297","skull53","Teen And Up Audiences","F/F","2021-04-08","4023"
"1626166374-10100","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Happy Birthday","https://archiveofourown.org/works/21414382","Heyrrra","General Audiences","F/F","2019-11-13","1729"
"1626164692-9951","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","По частям","https://archiveofourown.org/works/14744823","li_anna","Teen And Up Audiences","F/F","2018-05-24","223"
"1626165723-10042","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","let it all go","https://archiveofourown.org/works/19111228","null","General Audiences","F/F","2019-06-06","1379"
"1626167070-10162","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","ACE!!","https://archiveofourown.org/works/23905237","88Snowflake8888","Mature","F/F","2020-04-29","130"
"1626168139-10257","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","Wrong Princess","https://archiveofourown.org/works/28033047","marsella_1004","Teen And Up Audiences","F/F","2020-12-12","84"
"1626165914-10059","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","The Crack house","https://archiveofourown.org/works/19776520","24hrs","Teen And Up Audiences","F/F","2019-07-15","41"
"1626168439-10284","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Snapshots of her Life","https://archiveofourown.org/works/24877636","OnceBlinkInsomniac","Not Rated","F/F","2020-06-23","2536"
"1626170374-10453","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","must be nice to be your clothes","https://archiveofourown.org/works/32538670","driventure","Teen And Up Audiences","F/F","2021-07-12","204"
"1626168590-10297","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Fluttering Feelings","https://archiveofourown.org/works/29059401","BoredBlink","Not Rated","F/F","2021-01-29","1793"
"1626168321-10274","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","I Choose You","https://archiveofourown.org/works/28010733","sweet_melodies","General Audiences","F/F","2020-12-11","5060"
"1626166639-10124","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Pleasure","https://archiveofourown.org/works/22480876","YadomJenlisa97 (DumplingJendukie97)","Mature","F/F","2020-01-30","1216"
"1626166417-10104","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Blackpink being Softies","https://archiveofourown.org/works/21807379","dancetheficaway","General Audiences","F/F","2019-12-15","794"
"1626170342-10450","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Royal Blood","https://archiveofourown.org/works/32517364","Geekynerd1797","Explicit","F/F","2021-07-11","37"
"1626166650-10125","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","hate that i love you","https://archiveofourown.org/works/22257823","jls9697","Mature","F/F","2020-01-14","10043"
"1626164254-9912","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","it goes round and round","https://archiveofourown.org/works/11013240","starstarstar","General Audiences","F/F","2017-05-27","2148"
"1626164403-9925","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","Testing Your Limits","https://archiveofourown.org/works/12777246","unsungpoet","Explicit","F/F","2017-11-20","11698"
"1626168825-10318","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Baby Lego","https://archiveofourown.org/works/29799840","march_jo","Teen And Up Audiences","F/F","2021-03-02","991"
"1626167968-10242","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","Just for once","https://archiveofourown.org/works/17614016","EmptyNotebooks","Teen And Up Audiences","M/M","2019-01-31","5216"
"1626165617-10033","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","You Found Me: Gender Reveal","https://archiveofourown.org/works/18859174","bp_xxi","General Audiences","F/F","2019-05-17","945"
"1626168375-10278","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Lovebug Again","https://archiveofourown.org/works/26949319","ChiPee21","Not Rated","F/F","2020-10-11","716"
"1626168364-10277","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Infatuation","https://archiveofourown.org/works/15323442","Kanjikan","Explicit","F/F","2018-08-09","2771"
"1626167349-10187","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Стреляй!","https://archiveofourown.org/works/25403596","0_aesthetic_0","Teen And Up Audiences","F/F","2020-07-20","86"
"1626168064-10251","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","Blood Bound (Uri Duranki)","https://archiveofourown.org/works/27949178","Heyrrra","General Audiences","F/F","2020-12-08","980"
"1626168224-10265","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","i’m here (i’ll always be here)","https://archiveofourown.org/works/28317033","jentlelisa","Teen And Up Audiences","F/F","2020-12-25","911"
"1626165399-10014","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Bliss","https://archiveofourown.org/works/15426348","delusionofcontrol","Mature","F/F","2018-07-25","8536"
"1626165569-10029","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Hero","https://archiveofourown.org/works/18534787","jikookcapuccino","General Audiences","F/F","2019-04-20","4179"
"1626167103-10165","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Sure Thing","https://archiveofourown.org/works/20537294","aprilrcho","Mature","F/F","2019-09-06","8379"
"1626168772-10314","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","(Not) Lying","https://archiveofourown.org/works/29752374","acequid","General Audiences","F/F","2021-02-28","709"
"1626165713-10041","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","where's my love","https://archiveofourown.org/works/19101595","null","General Audiences","F/F","2019-06-05","585"
"1626164180-9905","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","JYP X YG ships 1","https://archiveofourown.org/works/9481445","daddy_jae","Not Rated","F/F","2017-01-27","116"
"1626165303-10005","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Solo","https://archiveofourown.org/works/17743994","bili_bili","General Audiences","F/F","2019-02-11","1299"
"1626164801-9960","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Can I Kiss You?","https://archiveofourown.org/works/13337997","lovexyou","General Audiences","F/F","2018-01-12","6038"
"1626164971-9975","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Stars Rise and the Stars Fall (The Brightest Ones Aren't Stars At All)","https://archiveofourown.org/works/15724956","timedoesntexist","Not Rated","F/F","2018-08-18","1015"
"1626166332-10096","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Ten Little Ways Lisa Say's ""I Love You""","https://archiveofourown.org/works/21304613","Heyrrra","General Audiences","F/F","2019-11-04","1736"
"1626167872-10234","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","We Know Better","https://archiveofourown.org/works/27381493","muyimi","Explicit","F/F","2017-08-17","3373"
"1626166887-10146","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","Locked down","https://archiveofourown.org/works/23426398","gorjesspatty","Teen And Up Audiences","F/F","2020-04-01","235"
"1626165595-10031","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","From every Sunday evening to every Sunday night","https://archiveofourown.org/works/18627394","Effymaybe","General Audiences","F/F","2019-04-28","4583"
"1626167583-10208","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","(I'm No) Witch","https://archiveofourown.org/works/26387329","Phoenixvvv","General Audiences","F/F","2020-09-10","427"
"1626169220-10354","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","""you're in danger""","https://archiveofourown.org/works/30767036","eStHeRsTaR777","Not Rated","F/F","2021-04-19","288"
"1626165606-10032","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","You Found Me","https://archiveofourown.org/works/17780999","bp_xxi","Teen And Up Audiences","F/F","2019-02-14","3710"
"1626164896-9969","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Somehow, we're happy","https://archiveofourown.org/works/15867825","rudesunyoung","Teen And Up Audiences","F/F","2018-09-02","3571"
"1626169418-10371","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","My Muse","https://archiveofourown.org/works/31085957","march_jo","Teen And Up Audiences","F/F","2021-05-04","655"
"1626165968-10064","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","Kill this love","https://archiveofourown.org/works/18507544","blackpinkaus","Teen And Up Audiences","F/F","2019-04-18","2706"
"1626166481-10110","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","last christmas/i love you (based on the songs by Billie Eilish and Wham!)","https://archiveofourown.org/works/21909799","blackpinkcamilacabellothings","Not Rated","F/F","2019-12-23","476"
"1626169252-10356","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","you take my hand and drag me head first (fearless)","https://archiveofourown.org/works/30799973","clearlight08","General Audiences","F/F","2021-04-21","639"
"1626165649-10035","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Escaping Sand","https://archiveofourown.org/works/18929767","lovelessmiracle","Teen And Up Audiences","F/F","2019-05-23","1365"
"1626169178-10350","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","my sexy lil bff","https://archiveofourown.org/works/27888106","saltyvenus","Mature","F/F","2020-12-05","1589"
"1626165238-9999","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Your Eyes Will Always Lead Me Straight Back Home","https://archiveofourown.org/works/17259011","divinelydecreed","General Audiences","F/F","2019-01-01","1101"
"1626165132-9990","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Heaven Is An Orgasm","https://archiveofourown.org/works/16816576","katzengefluster","Mature","F/F","2018-12-02","2529"
"1626164275-9914","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","There for You","https://archiveofourown.org/works/11110704","SunSkip","Mature","F/F","2017-06-06","7045"
"1626169891-10410","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","Hold Me Tight (Can You Trust Me?) [TAEKOOK]","https://archiveofourown.org/works/30994598","TheNameIsJisoo","Mature","F/F","2021-05-01","315"
"1626168514-10291","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Walking in Red Water","https://archiveofourown.org/works/26623324","TypicalShipzer","Explicit","F/F","2020-09-24","2779"
"1626165797-10049","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Sleepless in high school","https://archiveofourown.org/works/18147083","rudesunyoung","Mature","F/F","2019-03-17","7555"
"1626170299-10446","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","don't say yes, run away now","https://archiveofourown.org/works/30075633","angelicaskylar","Mature","F/F","2021-03-16","6204"
"1626167327-10185","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","+ Королевы ночных улиц +","https://archiveofourown.org/works/25282516","Mooresoon","Teen And Up Audiences","F/F","2020-07-15","16"
"1626167861-10233","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","Ships In The Night","https://archiveofourown.org/works/27363925","TheQuietLoser","Mature","F/F","2020-11-03","289"
"1626167253-10178","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","没有窗户的房间","https://archiveofourown.org/works/24949426","HermioneHolic","Teen And Up Audiences","F/F","2020-06-27","646"
"1626167989-10244","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","旧物","https://archiveofourown.org/works/27591728","jodijodijodi22","General Audiences","F/F","2020-11-16","299"
"1626169547-10382","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","Seven Drinks","https://archiveofourown.org/works/30850790","OlympusWitch","Teen And Up Audiences","F/F","2021-04-23","3931"
"1626165249-10000","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Hampvein","https://archiveofourown.org/works/17145515","threelilvitches","Teen And Up Audiences","F/F","2018-12-25","511"
"1626170310-10447","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","I'll win you, over my crab curry dinner","https://archiveofourown.org/works/23731264","ermitarojo","Teen And Up Audiences","F/F","2020-04-19","2067"
"1626167456-10196","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","My reflection in your eyes","https://archiveofourown.org/works/25786918","Effymaybe","General Audiences","F/F","2020-08-08","1764"
"1626166044-10071","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","A True Resting Time","https://archiveofourown.org/works/20314390","Ulfrsmal","General Audiences","F/F","2019-08-19","878"
"1626167413-10193","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Don’t pass me by (If you can’t forget me either)","https://archiveofourown.org/works/14063589","kan9","Mature","F/F","2018-07-01","13243"
"1626169407-10370","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Tale of Two Halves","https://archiveofourown.org/works/28356975","ficeler37","General Audiences","F/F","2020-12-27","2473"
"1626165110-9988","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Apartment building 4","https://archiveofourown.org/works/15063242","orphan_account","Not Rated","F/F","2018-06-26","3758"
"1626167263-10179","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","i'm different","https://archiveofourown.org/works/23067697","throwaway18","Teen And Up Audiences","F/F","2020-03-08","4123"
"1626167167-10171","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Her Dancer","https://archiveofourown.org/works/24422767","3981kim","Mature","F/F","2020-05-28","476"
"1626168160-10259","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","Sometimes I Think it's Just for You that I Live and Breathe In","https://archiveofourown.org/works/28076505","Heyrrra","General Audiences","F/F","2020-12-14","589"
"1626165046-9982","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Poisonous //jenlisa//","https://archiveofourown.org/works/26514685","soberyouth","General Audiences","F/F","2018-10-01","250"
"1626169071-10340","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","【翻译】I Choose You","https://archiveofourown.org/works/29652783","jodijodijodi22","General Audiences","F/F","2021-02-23","176"
"1626170040-10423","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Don't You Know It's Dangerous to Ignite a Fire in Space","https://archiveofourown.org/works/31326047","poopoopops","Mature","F/F","2021-05-16","1795"
"1626168118-10255","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","After the Live","https://archiveofourown.org/works/28025241","skull53","Mature","F/F","2020-12-26","813"
"1626169156-10348","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","It sucks to be sick","https://archiveofourown.org/works/30624806","theoriginalhigh_19","Not Rated","F/F","2021-04-13","594"
"1626168804-10316","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Leave Me","https://archiveofourown.org/works/29667219","jay11writer","Mature","F/F","2021-02-24","469"
"1626166672-10127","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Killer 5","https://archiveofourown.org/works/22686562","mgayi","Not Rated","F/F","2020-02-13","1016"
"1626167743-10222","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","无","https://archiveofourown.org/works/26828902","buoyancy","Not Rated","F/F","2020-10-05","300"
"1626166555-10116","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Bulletproof Hearts","https://archiveofourown.org/works/22178341","Crystal (Crystal_Heart)","Mature","F/F","2020-01-08","76"
"1626167306-10183","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","девочки","https://archiveofourown.org/works/25106524","wxldcard","Teen And Up Audiences","F/F","2020-07-06","71"
"1626164553-9938","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","Little Adventures","https://archiveofourown.org/works/14010432","KONCT_Chizza_Picken","Mature","M/M","2018-03-18","2026"
"1626164682-9950","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","you & i","https://archiveofourown.org/works/14314074","hopclair","Teen And Up Audiences","F/F","2018-04-14","3030"
"1626167232-10176","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","One Of Those Crazy Girls","https://archiveofourown.org/works/24878575","rafolshoe","General Audiences","F/F","2020-06-23","1474"
"1626169363-10366","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Mémoire","https://archiveofourown.org/works/27481069","delicatejenlisa","Teen And Up Audiences","F/F","2020-11-10","889"
"1626165536-10026","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","we don't talk anymore","https://archiveofourown.org/works/18452453","orphan_account","General Audiences","F/F","2019-04-13","1145"
"1626164671-9949","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","we’re the only spark (in the dark)","https://archiveofourown.org/works/14292633","jendeukie","Explicit","F/F","2018-04-12","15377"
"1626165206-9996","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","midst.","https://archiveofourown.org/works/17192945","SAlNT","Teen And Up Audiences","F/F","2018-12-28","1346"
"1626170364-10452","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Lent","https://archiveofourown.org/works/31366292","thyfelixchan","General Audiences","null","2021-05-18","99"
"1626169288-10359","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","The Girl Next Door","https://archiveofourown.org/works/28264323","robyntbh","Not Rated","F/F","2020-12-23","7200"
"1626169869-10408","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","I want to go home with you","https://archiveofourown.org/works/31892200","rudesunyoung","Teen And Up Audiences","F/F","2021-06-12","1418"
"1626167520-10202","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","I should look after you","https://archiveofourown.org/works/26207329","rudesunyoung","Teen And Up Audiences","F/F","2020-08-31","1360"
"1626167818-10229","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","Unlikely, but Not Impossible","https://archiveofourown.org/works/25323139","aprilrcho","Mature","F/F","2020-07-18","5161"
"1626168750-10312","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","PORTRAIT","https://archiveofourown.org/works/29730594","bp_xxi","Teen And Up Audiences","F/F","2021-02-27","172"
"1626168342-10275","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","The End of the F*cking World: As Told By Lisa","https://archiveofourown.org/works/21472945","Heyrrra","General Audiences","F/F","2019-11-18","2536"
"1626167904-10236","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","when the universe plays","https://archiveofourown.org/works/24475726","pjmhoshi","Mature","F/F","2020-05-31","508"
"1626166076-10074","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","Rain or Shine","https://archiveofourown.org/works/20455616","KrackalackinHolly","Mature","F/F","2019-08-30","800"
"1626169986-10418","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","In the heat of the summer, I love you just like this","https://archiveofourown.org/works/32104213","rudesunyoung","Teen And Up Audiences","F/F","2021-06-22","960"
"1626167562-10206","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","don't be a stranger","https://archiveofourown.org/works/26285092","chiipmunk","Teen And Up Audiences","F/F","2020-09-08","789"
"1626165452-10018","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Let's Get It","https://archiveofourown.org/works/15768762","sansonaxy","Teen And Up Audiences","F/F","2018-08-22","1873"
"1626168632-10301","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","going once, going twice","https://archiveofourown.org/works/29278263","snowandwolves","Mature","F/F","2021-02-08","2621"
"1626166151-10080","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","The Sea Serpent","https://archiveofourown.org/works/14599926","beigybabylizzy","Not Rated","F/F","2018-05-10","2440"
"1626165281-10003","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Wrapped","https://archiveofourown.org/works/16096121","Inebri8ed","Mature","F/M","2018-09-25","3661"
"1626167722-10220","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","It started off innocent, but now look where we are. (I wouldn’t have it any other way)","https://archiveofourown.org/works/15200159","everythingisgay","Mature","F/F","2018-07-07","8213"
"1626168740-10311","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Hell in Heaven (Twice- Saida)","https://archiveofourown.org/works/29644962","TwicePink is the Revolution (CamrensPosie)","General Audiences","F/F","2021-02-23","564"
"1626168214-10264","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","(with my feelings on fire) i guess i’m a bad liar","https://archiveofourown.org/works/17732303","jendeukie","Explicit","F/F","2019-02-10","9710"
"1626165335-10008","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","lucozade","https://archiveofourown.org/works/17896724","jenlisa","Not Rated","F/F","2019-02-23","3301"
"1626165660-10036","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","We’re Sisters","https://archiveofourown.org/works/18912091","Blink_Insomnia","General Audiences","null","2019-05-21","470"
"1626165681-10038","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Quick Sex","https://archiveofourown.org/works/19016269","zack0302","Explicit","F/F","2019-05-29","2442"
