web-scraper-order,web-scraper-start-url,title,title-href,author,rating,cat,pubdate,hits
"1626168021-10247","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","day by day (k!nktober)","https://archiveofourown.org/works/26784712","blkpnk","Explicit","F/F","2020-10-03","19026"
"1626169934-10414","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","So your heart beats for me?","https://archiveofourown.org/works/31999747","null","Teen And Up Audiences","M/M","2021-06-17","510"
"1626166257-10090","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","French Kiss","https://archiveofourown.org/works/20980661","CHAEXNNIE","Mature","F/F","2019-10-10","1188"
"1626166491-10111","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","If I'm with you","https://archiveofourown.org/works/21937672","Effymaybe","General Audiences","F/F","2019-12-24","1503"
"1626167915-10237","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","blame it on the alcohol","https://archiveofourown.org/works/27437620","throwaway18","Teen And Up Audiences","F/F","2020-11-07","1612"
"1626166629-10123","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Why Did You Stay {Jenlisa}","https://archiveofourown.org/works/22480765","YadomJenlisa97 (DumplingJendukie97)","Not Rated","F/F","2020-01-30","800"
"1626165324-10007","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","Say No","https://archiveofourown.org/works/17883785","chaeyounggie","General Audiences","F/F","2019-02-22","1378"
"1626164907-9970","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Прайс-лист","https://archiveofourown.org/works/15841644","li_anna","Explicit","F/F","2018-08-30","757"
"1626170126-10431","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Better Half","https://archiveofourown.org/works/31542086","jodijodijodi22","Explicit","F/F","2021-05-26","1459"
"1626168868-10322","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","She's such a Green-eyed Monster Sometimes","https://archiveofourown.org/works/30038715","march_jo","Teen And Up Audiences","F/F","2021-03-14","1271"
"1626170072-10426","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","i should have known what i wanted","https://archiveofourown.org/works/32115013","alianovnasx","General Audiences","F/F","2021-06-22","861"
"1626168085-10253","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","There are Weirder Ways to Learn About Death","https://archiveofourown.org/works/27970043","Heyrrra","General Audiences","F/F","2020-12-09","750"
"1626165734-10043","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","here with me","https://archiveofourown.org/works/19116421","null","General Audiences","F/F","2019-06-07","1182"
"1626169493-10377","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","softly, as in a morning sunrise","https://archiveofourown.org/works/31166075","TallPikeRoast","Mature","F/F","2021-05-08","3262"
"1626166300-10094","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","Scintilla","https://archiveofourown.org/works/21234083","Heyrrra","General Audiences","F/F","2019-10-30","1367"
"1626167753-10223","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","I hate that I love you","https://archiveofourown.org/works/26849425","neverlandwithny","Not Rated","F/F","2020-10-06","917"
"1626168900-10325","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","like the gardens of babylon","https://archiveofourown.org/works/30118086","cottagecorekim","Teen And Up Audiences","F/F","2021-03-18","798"
"1626169061-10339","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","A Little Bit of Everything","https://archiveofourown.org/works/30445104","TopJennieEnthusiast","Mature","F/F","2021-04-03","417"
"1626169114-10344","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","Day In The Life Of Lisa Manoban","https://archiveofourown.org/works/29769939","Shinedown204","Explicit","F/F","2021-03-01","8132"
"1626165691-10039","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","You're Black and I'm Pink","https://archiveofourown.org/works/19031203","Keiyuu","General Audiences","F/F","2019-05-30","580"
"1626164713-9953","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","Отсчёт","https://archiveofourown.org/works/14744894","li_anna","Mature","F/F","2018-05-24","374"
"1626164489-9933","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","The Heavenly Scent of Coffee","https://archiveofourown.org/works/13586046","liberty (johnwoos)","General Audiences","M/M","2018-02-10","1005"
"1626167530-10203","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","sleepover","https://archiveofourown.org/works/26208823","rosiiecore","Explicit","F/F","2020-09-01","7966"
"1626164917-9971","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Time Heals All Wounds (But It Still Leaves The Scars)","https://archiveofourown.org/works/15406173","A_Light_In_The_Dark_Wood","Mature","F/F","2018-07-23","1715"
"1626167092-10164","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Lover [zakończone]","https://archiveofourown.org/works/24042946","louisshui","General Audiences","F/F","2020-05-06","82"
"1626169826-10404","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","Stay Alive","https://archiveofourown.org/works/31821898","blinkspace","Not Rated","F/F","2021-06-08","150"
"1626169654-10392","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","in bloom","https://archiveofourown.org/works/13948389","jj4eva","Not Rated","F/F","2018-03-12","6147"
"1626168815-10317","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Sick Day","https://archiveofourown.org/works/26952265","orphan_account","Not Rated","F/F","2020-10-11","1625"
"1626166439-10106","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","More than we planned","https://archiveofourown.org/works/21526144","Whisperingsuga","Mature","F/F","2019-11-22","819"
"1626168075-10252","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","Serendipity","https://archiveofourown.org/works/27903898","april5th_tk","Mature","F/F","2020-12-08","126"
"1626169644-10391","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","casual intimacy","https://archiveofourown.org/works/30719426","kan9","Mature","F/F","2021-04-16","5132"
"1626170385-10454","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Tifdwarf Bermuda","https://archiveofourown.org/works/31819312","souMamihlapinatapai","General Audiences","F/F","2021-06-08","119"
"1626169320-10362","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","the best part of me is you (baby i'm so in love with you)","https://archiveofourown.org/works/29517540","sweet_melodies","Explicit","F/F","2021-02-23","7033"
"1626165947-10062","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","Triple Sinners","https://archiveofourown.org/works/19016452","zack0302","Explicit","F/F","2019-05-29","7578"
"1626167295-10182","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Beneath the Surface","https://archiveofourown.org/works/24811219","Heyrrra","General Audiences","F/F","2020-06-19","1324"
"1626167840-10231","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","Ain’t Nunya Bees","https://archiveofourown.org/works/27294502","sweet_melodies","Teen And Up Audiences","F/F","2020-10-31","3583"
"1626169923-10413","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","Between the Lines","https://archiveofourown.org/works/31965592","thespace_inmyhead","Teen And Up Audiences","F/F","2021-06-15","609"
"1626165441-10017","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Say It","https://archiveofourown.org/works/18063596","chaeyounggie","General Audiences","F/F","2019-03-10","1726"
"1626166941-10151","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","This Is Weird","https://archiveofourown.org/works/23542228","Bethie0608","General Audiences","null","2020-04-08","79"
"1626168267-10269","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","A Little Bright","https://archiveofourown.org/works/28377603","acequid","General Audiences","F/F","2020-12-28","947"
"1626169082-10341","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","Give It To You (In Capital Letters)","https://archiveofourown.org/works/30526356","OlympusWitch","Mature","F/F","2021-04-07","1776"
"1626167359-10188","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","I'm a dancer in the darkness","https://archiveofourown.org/works/25404097","aelinx","Mature","F/F","2020-07-20","5690"
"1626166502-10112","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Under the Mistletoe","https://archiveofourown.org/works/21964546","Heyrrra","General Audiences","F/F","2019-12-26","1878"
"1626166406-10103","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","No You No Life","https://archiveofourown.org/works/21778672","alltimeyerm","Mature","F/F","2019-12-13","569"
"1626169263-10357","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Smoke and Tangerines","https://archiveofourown.org/works/30834113","Heyrrra","General Audiences","F/F","2021-04-22","505"
"1626167200-10174","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","The Eighth Deadly Sin","https://archiveofourown.org/works/21526126","CHAEXNNIE","Teen And Up Audiences","F/F","2019-11-22","549"
"1626170245-10441","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Don't Say You Don't Remember","https://archiveofourown.org/works/31063643","Kiki4lisa","Teen And Up Audiences","F/F","2021-06-20","1329"
"1626166682-10128","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Catch me the Night Sky","https://archiveofourown.org/works/22275784","Heyrrra","General Audiences","F/F","2020-01-16","1387"
"1626169633-10390","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","Chu's Day","https://archiveofourown.org/works/31420667","TallPikeRoast","General Audiences","F/F","2021-05-20","964"
"1626164446-9929","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","we the only gang to run the game in high heels","https://archiveofourown.org/works/13313490","jendeukie","General Audiences","F/F","2018-01-08","2440"
"1626168964-10331","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Falling For Him","https://archiveofourown.org/works/27883177","atinystarteez","Mature","F/F","2020-12-04","1867"
"1626166343-10097","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Marry Me Instead","https://archiveofourown.org/works/21221816","thekathlife","Mature","F/F","2019-10-29","2151"
"1626168149-10258","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","I Just Can’t Let You Go | Book 1 | Handcuffs With A Lil Sarcasm","https://archiveofourown.org/works/27622655","april5th_tk","Mature","F/F","2020-11-24","657"
"1626164457-9930","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","kiss her, will i diss her (i don’t know, but i miss her)","https://archiveofourown.org/works/13334970","jendeukie","Explicit","F/F","2018-01-10","23617"
"1626166513-10113","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","13 reasons why.","https://archiveofourown.org/works/22046872","Alex_Murphy","Mature","M/M","2019-12-31","196"
"1626165420-10015","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Idle","https://archiveofourown.org/works/18033053","Effymaybe","Teen And Up Audiences","F/F","2019-03-07","1353"
"1626164585-9941","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","i don’t look for trouble (trouble looks for me)","https://archiveofourown.org/works/13698930","jendeukie","Mature","F/F","2018-02-16","2055"
"1626166844-10142","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","Give You Something Good To Celebrate","https://archiveofourown.org/works/23355145","harleeq","Explicit","F/F","2020-03-28","5029"
"1626166140-10079","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","i'd give anything to hear you (say it one more time)","https://archiveofourown.org/works/20832263","null","Teen And Up Audiences","F/F","2019-09-30","1622"
"1626165345-10009","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","explosion","https://archiveofourown.org/works/17897393","kleine_waldfee","Not Rated","F/F","2019-02-23","1121"
"1626166364-10099","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Saturday","https://archiveofourown.org/works/21390571","Heyrrra","General Audiences","F/F","2019-11-11","1107"
"1626169331-10363","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Mommy is always right","https://archiveofourown.org/works/30933881","march_jo","Not Rated","F/F","2021-04-27","494"
"1626167124-10167","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","When the skies are clear, remember me","https://archiveofourown.org/works/24134254","Sloth_Onda","Not Rated","F/F","2020-05-11","1062"
"1626169955-10415","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Je Te Vois Partout","https://archiveofourown.org/works/32001547","Heyrrra","General Audiences","F/F","2021-06-17","405"
"1626167274-10180","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Солнце","https://archiveofourown.org/works/25051906","0_aesthetic_0","Mature","F/F","2020-07-03","44"
"1626166725-10132","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","it ain't him that's on your mind.","https://archiveofourown.org/works/22864282","icursedthisworld","Teen And Up Audiences","F/F","2020-02-23","3095"
"1626170148-10433","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","To All The Girls I’ve Loved Before - JENLISA","https://archiveofourown.org/works/27655832","robyntbh","Mature","F/F","2020-11-21","5152"
"1626169439-10373","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","the best day","https://archiveofourown.org/works/31179554","clearlight08","General Audiences","F/F","2021-05-09","321"
"1626168407-10281","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","【翻译】Give You Something Good to Celebrate","https://archiveofourown.org/works/28669950","jodijodijodi22","Explicit","F/F","2021-01-10","639"
"1626168761-10313","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Blue Room","https://archiveofourown.org/works/29748930","bp_xxi","General Audiences","F/F","2021-02-28","250"
"1626166033-10070","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","I wanted you to stay (but you are always leaving)","https://archiveofourown.org/works/19967959","Effymaybe","General Audiences","F/F","2019-07-24","7816"
"1626165765-10046","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","come out and play","https://archiveofourown.org/works/19138714","2am_reflections","Not Rated","F/F","2019-06-08","878"
"1626166545-10115","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Kiss & Make Up","https://archiveofourown.org/works/22106257","fandomingchild","Explicit","F/F","2020-01-03","728"
"1626165089-9986","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Long Nights, Daydreams","https://archiveofourown.org/works/16328936","fluteandguqin","General Audiences","F/F","2018-10-17","1566"
"1626168481-10288","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","PLEASURE","https://archiveofourown.org/works/28839846","Rymwho","Explicit","F/F","2021-01-18","770"
"1626167947-10240","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","the most fragile star in the universe.","https://archiveofourown.org/works/25245220","icursedthisworld","Mature","F/F","2020-07-13","14801"
"1626169965-10416","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","We're All Ants in this Big Big World","https://archiveofourown.org/works/31920553","poopoopops","Not Rated","F/F","2021-06-13","849"
"1626166289-10093","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","Reset: Give Me One Last Chance","https://archiveofourown.org/works/19995634","thekathlife","Not Rated","F/F","2019-07-27","724"
"1626169124-10345","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","今天是继续爱你的第1328天","https://archiveofourown.org/works/30588875","TseFangLee","Not Rated","F/F","2021-04-10","82"
"1626167445-10195","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","don't know what to do","https://archiveofourown.org/works/20995772","TheAAngel","Mature","F/F","2019-10-12","4094"
"1626164479-9932","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","The Heavenly Scent of Coffee","https://archiveofourown.org/works/13585722","liberty (johnwoos)","General Audiences","M/M","2018-02-05","163"
"1626164981-9976","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Pretty (Wo)man","https://archiveofourown.org/works/15433185","heartbeat (tinksyviv)","Mature","F/F","2018-07-25","1775"
"1626167829-10230","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","Are You the Moon?","https://archiveofourown.org/works/27207991","sweet_melodies","Mature","F/F","2020-10-26","3551"
"1626164361-9921","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","super far","https://archiveofourown.org/works/11960538","jj4eva","Mature","F/F","2017-08-31","5697"
"1626169210-10353","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","citrus","https://archiveofourown.org/works/30766241","Heyrrra","General Audiences","F/F","2021-04-18","643"
"1626167936-10239","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","All I want for Christmas…","https://archiveofourown.org/works/27511942","chelinda","General Audiences","F/F","2020-11-11","950"
"1626167979-10243","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","First Kiss","https://archiveofourown.org/works/27549475","chelinda","General Audiences","F/F","2020-11-14","1142"
"1626165462-10019","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","7 A.M.","https://archiveofourown.org/works/18113006","rudesunyoung","Mature","F/F","2019-03-14","4161"
"1626164371-9922","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","onsra","https://archiveofourown.org/works/12000681","sohmins","Not Rated","F/F","2017-09-04","3765"
"1626166715-10131","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","BLACKPINK Oneshots","https://archiveofourown.org/works/18543289","anothergirlinlove (ObsessedWithBands)","Mature","F/F","2019-04-21","23428"
"1626168654-10303","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Maybe you are worth it","https://archiveofourown.org/works/29330994","lismione","Teen And Up Audiences","F/F","2021-02-10","804"
"1626164222-9909","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","Mommy's Three Princesses","https://archiveofourown.org/works/10862199","babylolsi","Teen And Up Audiences","F/F","2017-05-09","990"
"1626169145-10347","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","Operation: How Can You Mend a Broken Heart?","https://archiveofourown.org/works/30616136","aprinnie","General Audiences","F/F","2021-04-11","1259"
"1626164661-9948","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","Just a Game","https://archiveofourown.org/works/11025066","LilyLisa","Teen And Up Audiences","F/F","2017-05-28","3457"
"1626169804-10402","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","Willing to Fall","https://archiveofourown.org/works/19065718","callmelove","Mature","F/F","2019-06-02","3367"
"1626165893-10057","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","lose yourself with me","https://archiveofourown.org/works/19587949","kleine_waldfee","Explicit","F/F","2019-07-05","6356"
"1626168460-10286","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Birthday wishes","https://archiveofourown.org/works/28795893","chelinda","Not Rated","F/F","2021-01-16","1321"
"1626169450-10374","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","500 Feet","https://archiveofourown.org/works/31044509","jodijodijodi22","Mature","F/F","2021-05-02","512"
"1626169536-10381","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","footprints","https://archiveofourown.org/works/31240316","TallPikeRoast","General Audiences","null","2021-05-11","992"
"1626170007-10420","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Shouldn't, Wouldn't, Couldn't","https://archiveofourown.org/works/23702050","chaeyounggie","General Audiences","F/F","2020-04-17","1522"
"1626167732-10221","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","your attention is mine","https://archiveofourown.org/works/26817589","taylorstwice","General Audiences","F/F","2020-10-04","2233"
"1626167626-10212","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","affection","https://archiveofourown.org/works/26512894","trinket (gift)","General Audiences","F/F","2020-09-17","815"
"1626168256-10268","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","Fashion Week and Flirting","https://archiveofourown.org/works/25113370","vanilla107","General Audiences","F/F","2020-07-07","471"
"1626166119-10077","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","5000 steps to you","https://archiveofourown.org/works/19017622","carmillawriter","Not Rated","F/F","2019-05-29","837"
"1626168536-10293","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","training wheels","https://archiveofourown.org/works/28732683","saikji (orphan_account)","Mature","F/F","2021-01-20","339"
"1626164650-9947","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","tokyo decadence","https://archiveofourown.org/works/14234559","jendeukie","Teen And Up Audiences","F/F","2018-04-06","1767"
"1626169352-10365","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Peaches and Confessions","https://archiveofourown.org/works/30932516","Heyrrra","General Audiences","F/F","2021-04-27","667"
"1626170202-10437","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","The Gang in High Heels","https://archiveofourown.org/works/16811086","BlasiaStory","Mature","F/F","2018-12-02","3467"
"1626168878-10323","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Girls Love Girls","https://archiveofourown.org/works/23427904","daisy_illusive","Explicit","F/F","2020-04-01","839"
"1626165829-10052","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Promise you (with my pinky finger)","https://archiveofourown.org/works/19318300","Effymaybe","General Audiences","F/F","2019-06-22","2092"
"1626168622-10300","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","do you want to go take pictures with me?","https://archiveofourown.org/works/29153277","ruby_so_red","Teen And Up Audiences","F/F","2021-02-02","1449"
"1626168729-10310","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","never the same","https://archiveofourown.org/works/29553414","alianovnasx","Teen And Up Audiences","F/F","2021-02-19","1208"
"1626166576-10118","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","of rains and sunshines","https://archiveofourown.org/works/22263970","subtlesuccession","Not Rated","F/F","2020-01-15","749"
"1626168396-10280","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Second Winter at Fire Lodge","https://archiveofourown.org/works/13930284","BritHistorian","Mature","F/F","2018-03-10","5035"
"1626164532-9936","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","quit playing games (with my heart)","https://archiveofourown.org/works/13755753","jj4eva","Teen And Up Audiences","F/F","2018-02-21","3420"
"1626164854-9965","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","A day with Lisa","https://archiveofourown.org/works/15765459","rudesunyoung","Teen And Up Audiences","F/F","2018-08-22","3558"
